NAME OF DATA ELEMENT,dev-category,developer-friendly name,API data type,INDEX,VARIABLE NAME,VALUE,LABEL,SOURCE,SHOWN/USE ON SITE,NOTES,,,
Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers not making progress after 1 year,repayment,1_yr_bb_pp_repayment.ugnocomp.noprogress,float,,BBRR1_PP_UGNOCOMP_NOPROG,,,NSLDS,,,,,
Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers making progress after 1 year,repayment,1_yr_bb_pp_repayment.ugnocomp.makingprogress,float,,BBRR1_PP_UGNOCOMP_MAKEPROG,,,NSLDS,,,,,
Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers paid in full after 1 year,repayment,1_yr_bb_pp_repayment.ugnocomp.fullypaid,float,,BBRR1_PP_UGNOCOMP_PAIDINFULL,,,NSLDS,,,,,
Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers with all loans discharged after 1 year,repayment,1_yr_bb_pp_repayment.ugnocomp.discharge,float,,BBRR1_PP_UGNOCOMP_DISCHARGE,,,NSLDS,,,,,
Undergraduate unknown completion status undergraduate student Parent PLUS Loan borrower-based 1-year borrower count,repayment,1_yr_bb_pp_repayment.ugunkcomp.count,integer,,BBRR1_PP_UGUNK_N,,,NSLDS,,,,,
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers in default after 1 year,repayment,1_yr_bb_pp_repayment.ugunkcomp.default,float,,BBRR1_PP_UGUNK_DFLT,,,NSLDS,,,,,
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers in delinquency after 1 year,repayment,1_yr_bb_pp_repayment.ugunkcomp.delinquent,float,,BBRR1_PP_UGUNK_DLNQ,,,NSLDS,,,,,
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers in forbearance after 1 year,repayment,1_yr_bb_pp_repayment.ugunkcomp.forbearance,float,,BBRR1_PP_UGUNK_FBR,,,NSLDS,,,,,
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers in deferment after 1 year,repayment,1_yr_bb_pp_repayment.ugunkcomp.deferment,float,,BBRR1_PP_UGUNK_DFR,,,NSLDS,,,,,
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers not making progress after 1 year,repayment,1_yr_bb_pp_repayment.ugunkcomp.noprogress,float,,BBRR1_PP_UGUNK_NOPROG,,,NSLDS,,,,,
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers making progress after 1 year,repayment,1_yr_bb_pp_repayment.ugunkcomp.makingprogress,float,,BBRR1_PP_UGUNK_MAKEPROG,,,NSLDS,,,,,
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers paid in full after 1 year,repayment,1_yr_bb_pp_repayment.ugunkcomp.fullypaid,float,,BBRR1_PP_UGUNK_PAIDINFULL,,,NSLDS,,,,,
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers with all loans discharged after 1 year,repayment,1_yr_bb_pp_repayment.ugunkcomp.discharge,float,,BBRR1_PP_UGUNK_DISCHARGE,,,NSLDS,,,,,
Undergraduate federal student loan borrower-based 2-year borrower count,repayment,2_yr_bb_fed_repayment.ug.count,integer,,BBRR2_FED_UG_N,,,NSLDS,,,,,
Percentage of undergraduate federal student loan borrowers in default after 2 years,repayment,2_yr_bb_fed_repayment.ug.default,float,,BBRR2_FED_UG_DFLT,,,NSLDS,,,,,
Percentage of undergraduate federal student loan borrowers in delinquency after 2 years,repayment,2_yr_bb_fed_repayment.ug.delinquent,float,,BBRR2_FED_UG_DLNQ,,,NSLDS,,,,,
Percentage of undergraduate federal student loan borrowers in forbearance after 2 years,repayment,2_yr_bb_fed_repayment.ug.forbearance,float,,BBRR2_FED_UG_FBR,,,NSLDS,,,,,
Percentage of undergraduate federal student loan borrowers in deferment after 2 years,repayment,2_yr_bb_fed_repayment.ug.deferment,float,,BBRR2_FED_UG_DFR,,,NSLDS,,,,,
Percentage of undergraduate federal student loan borrowers not making progress after 2 years,repayment,2_yr_bb_fed_repayment.ug.noprogress,float,,BBRR2_FED_UG_NOPROG,,,NSLDS,,,,,
Percentage of undergraduate federal student loan borrowers making progress after 2 years,repayment,2_yr_bb_fed_repayment.ug.makingprogress,float,,BBRR2_FED_UG_MAKEPROG,,,NSLDS,,,,,
Percentage of undergraduate federal student loan borrowers paid in full after 2 years,repayment,2_yr_bb_fed_repayment.ug.fullypaid,float,,BBRR2_FED_UG_PAIDINFULL,,,NSLDS,,,,,
Percentage of undergraduate federal student loan borrowers with all loans discharged after 2 years,repayment,2_yr_bb_fed_repayment.ug.discharge,float,,BBRR2_FED_UG_DISCHARGE,,,NSLDS,,,,,
Undergraduate completer undergraduate federal student loan borrower-based 2-year borrower count,repayment,2_yr_bb_fed_repayment.ugcomp.count,integer,,BBRR2_FED_UGCOMP_N,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate federal student loan borrowers in default after 2 years,repayment,2_yr_bb_fed_repayment.ugcomp.default,float,,BBRR2_FED_UGCOMP_DFLT,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate federal student loan borrowers in delinquency after 2 years,repayment,2_yr_bb_fed_repayment.ugcomp.delinquent,float,,BBRR2_FED_UGCOMP_DLNQ,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate federal student loan borrowers in forbearance after 2 years,repayment,2_yr_bb_fed_repayment.ugcomp.forbearance,float,,BBRR2_FED_UGCOMP_FBR,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate federal student loan borrowers in deferment after 2 years,repayment,2_yr_bb_fed_repayment.ugcomp.deferment,float,,BBRR2_FED_UGCOMP_DFR,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate federal student loan borrowers not making progress after 2 years,repayment,2_yr_bb_fed_repayment.ugcomp.noprogress,float,,BBRR2_FED_UGCOMP_NOPROG,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate federal student loan borrowers making progress after 2 years,repayment,2_yr_bb_fed_repayment.ugcomp.makingprogress,float,,BBRR2_FED_UGCOMP_MAKEPROG,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate federal student loan borrowers paid in full after 2 years,repayment,2_yr_bb_fed_repayment.ugcomp.fullypaid,float,,BBRR2_FED_UGCOMP_PAIDINFULL,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate federal student loan borrowers with all loans discharged after 2 years,repayment,2_yr_bb_fed_repayment.ugcomp.discharge,float,,BBRR2_FED_UGCOMP_DISCHARGE,,,NSLDS,,,,,
Undergraduate non-completer undergraduate federal student loan borrower-based 2-year borrower count,repayment,2_yr_bb_fed_repayment.ugnocomp.count,integer,,BBRR2_FED_UGNOCOMP_N,,,NSLDS,,,,,
Percentage of undergraduate non-completer undergraduate federal student loan borrowers in default after 2 years,repayment,2_yr_bb_fed_repayment.ugnocomp.default,float,,BBRR2_FED_UGNOCOMP_DFLT,,,NSLDS,,,,,
Percentage of undergraduate non-completer undergraduate federal student loan borrowers in delinquency after 2 years,repayment,2_yr_bb_fed_repayment.ugnocomp.delinquent,float,,BBRR2_FED_UGNOCOMP_DLNQ,,,NSLDS,,,,,
Percentage of undergraduate non-completer undergraduate federal student loan borrowers in forbearance after 2 years,repayment,2_yr_bb_fed_repayment.ugnocomp.forbearance,float,,BBRR2_FED_UGNOCOMP_FBR,,,NSLDS,,,,,
Percentage of undergraduate non-completer undergraduate federal student loan borrowers in deferment after 2 years,repayment,2_yr_bb_fed_repayment.ugnocomp.deferment,float,,BBRR2_FED_UGNOCOMP_DFR,,,NSLDS,,,,,
Percentage of undergraduate non-completer undergraduate federal student loan borrowers not making progress after 2 years,repayment,2_yr_bb_fed_repayment.ugnocomp.noprogress,float,,BBRR2_FED_UGNOCOMP_NOPROG,,,NSLDS,,,,,
Percentage of undergraduate non-completer undergraduate federal student loan borrowers making progress after 2 years,repayment,2_yr_bb_fed_repayment.ugnocomp.makingprogress,float,,BBRR2_FED_UGNOCOMP_MAKEPROG,,,NSLDS,,,,,
Percentage of undergraduate non-completer undergraduate federal student loan borrowers paid in full after 2 years,repayment,2_yr_bb_fed_repayment.ugnocomp.fullypaid,float,,BBRR2_FED_UGNOCOMP_PAIDINFULL,,,NSLDS,,,,,
Percentage of undergraduate non-completer undergraduate federal student loan borrowers with all loans discharged after 2 years,repayment,2_yr_bb_fed_repayment.ugnocomp.discharge,float,,BBRR2_FED_UGNOCOMP_DISCHARGE,,,NSLDS,,,,,
Undergraduate unknown completion status undergraduate federal student loan borrower-based 2-year borrower count,repayment,2_yr_bb_fed_repayment.ugunkcomp.count,integer,,BBRR2_FED_UGUNK_N,,,NSLDS,,,,,
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in default after 2 years,repayment,2_yr_bb_fed_repayment.ugunkcomp.default,float,,BBRR2_FED_UGUNK_DFLT,,,NSLDS,,,,,
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in delinquency after 2 years,repayment,2_yr_bb_fed_repayment.ugunkcomp.delinquent,float,,BBRR2_FED_UGUNK_DLNQ,,,NSLDS,,,,,
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in forbearance after 2 years,repayment,2_yr_bb_fed_repayment.ugunkcomp.forbearance,float,,BBRR2_FED_UGUNK_FBR,,,NSLDS,,,,,
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in deferment after 2 years,repayment,2_yr_bb_fed_repayment.ugunkcomp.deferment,float,,BBRR2_FED_UGUNK_DFR,,,NSLDS,,,,,
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers not making progress after 2 years,repayment,2_yr_bb_fed_repayment.ugunkcomp.noprogress,float,,BBRR2_FED_UGUNK_NOPROG,,,NSLDS,,,,,
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers making progress after 2 years,repayment,2_yr_bb_fed_repayment.ugunkcomp.makingprogress,float,,BBRR2_FED_UGUNK_MAKEPROG,,,NSLDS,,,,,
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers paid in full after 2 years,repayment,2_yr_bb_fed_repayment.ugunkcomp.fullypaid,float,,BBRR2_FED_UGUNK_PAIDINFULL,,,NSLDS,,,,,
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers with all loans discharged after 2 years,repayment,2_yr_bb_fed_repayment.ugunkcomp.discharge,float,,BBRR2_FED_UGUNK_DISCHARGE,,,NSLDS,,,,,
Graduate federal student loan borrower-based 2-year borrower count,repayment,2_yr_bb_fed_repayment.gr.count,integer,,BBRR2_FED_GR_N,,,NSLDS,,,,,
Percentage of graduate federal student loan borrowers in default after 2 years,repayment,2_yr_bb_fed_repayment.gr.default,float,,BBRR2_FED_GR_DFLT,,,NSLDS,,,,,
Percentage of graduate federal student loan borrowers in delinquency after 2 years,repayment,2_yr_bb_fed_repayment.gr.delinquent,float,,BBRR2_FED_GR_DLNQ,,,NSLDS,,,,,
Percentage of graduate federal student loan borrowers in forbearance after 2 years,repayment,2_yr_bb_fed_repayment.gr.forbearance,float,,BBRR2_FED_GR_FBR,,,NSLDS,,,,,
Percentage of graduate federal student loan borrowers in deferment after 2 years,repayment,2_yr_bb_fed_repayment.gr.deferment,float,,BBRR2_FED_GR_DFR,,,NSLDS,,,,,
Percentage of graduate federal student loan borrowers not making progress after 2 years,repayment,2_yr_bb_fed_repayment.gr.noprogress,float,,BBRR2_FED_GR_NOPROG,,,NSLDS,,,,,
Percentage of graduate federal student loan borrowers making progress after 2 years,repayment,2_yr_bb_fed_repayment.gr.makingprogress,float,,BBRR2_FED_GR_MAKEPROG,,,NSLDS,,,,,
Percentage of graduate federal student loan borrowers paid in full after 2 years,repayment,2_yr_bb_fed_repayment.gr.fullypaid,float,,BBRR2_FED_GR_PAIDINFULL,,,NSLDS,,,,,
Percentage of graduate federal student loan borrowers with all loans discharged after 2 years,repayment,2_yr_bb_fed_repayment.gr.discharge,float,,BBRR2_FED_GR_DISCHARGE,,,NSLDS,,,,,
Graduate completer graduate federal student loan borrower-based 2-year borrower count,repayment,2_yr_bb_fed_repayment.grcomp.count,integer,,BBRR2_FED_GRCOMP_N,,,NSLDS,,,,,
Percentage of graduate completer graduate federal student loan borrowers in default after 2 years,repayment,2_yr_bb_fed_repayment.grcomp.default,float,,BBRR2_FED_GRCOMP_DFLT,,,NSLDS,,,,,
Percentage of graduate completer graduate federal student loan borrowers in delinquency after 2 years,repayment,2_yr_bb_fed_repayment.grcomp.delinquent,float,,BBRR2_FED_GRCOMP_DLNQ,,,NSLDS,,,,,
Percentage of graduate completer graduate federal student loan borrowers in forbearance after 2 years,repayment,2_yr_bb_fed_repayment.grcomp.forbearance,float,,BBRR2_FED_GRCOMP_FBR,,,NSLDS,,,,,
Percentage of graduate completer graduate federal student loan borrowers in deferment after 2 years,repayment,2_yr_bb_fed_repayment.grcomp.deferment,float,,BBRR2_FED_GRCOMP_DFR,,,NSLDS,,,,,
Percentage of graduate completer graduate federal student loan borrowers not making progress after 2 years,repayment,2_yr_bb_fed_repayment.grcomp.noprogress,float,,BBRR2_FED_GRCOMP_NOPROG,,,NSLDS,,,,,
Percentage of graduate completer graduate federal student loan borrowers making progress after 2 years,repayment,2_yr_bb_fed_repayment.grcomp.makingprogress,float,,BBRR2_FED_GRCOMP_MAKEPROG,,,NSLDS,,,,,
Percentage of graduate completer graduate federal student loan borrowers paid in full after 2 years,repayment,2_yr_bb_fed_repayment.grcomp.fullypaid,float,,BBRR2_FED_GRCOMP_PAIDINFULL,,,NSLDS,,,,,
Percentage of graduate completer graduate federal student loan borrowers with all loans discharged after 2 years,repayment,2_yr_bb_fed_repayment.grcomp.discharge,float,,BBRR2_FED_GRCOMP_DISCHARGE,,,NSLDS,,,,,
Graduate non-completer graduate federal student loan borrower-based 2-year borrower count,repayment,2_yr_bb_fed_repayment.grnocomp.count,integer,,BBRR2_FED_GRNOCOMP_N,,,NSLDS,,,,,
Percentage of graduate non-completer graduate federal student loan borrowers in default after 2 years,repayment,2_yr_bb_fed_repayment.grnocomp.default,float,,BBRR2_FED_GRNOCOMP_DFLT,,,NSLDS,,,,,
Percentage of graduate non-completer graduate federal student loan borrowers in delinquency after 2 years,repayment,2_yr_bb_fed_repayment.grnocomp.delinquent,float,,BBRR2_FED_GRNOCOMP_DLNQ,,,NSLDS,,,,,
Percentage of graduate non-completer graduate federal student loan borrowers in forbearance after 2 years,repayment,2_yr_bb_fed_repayment.grnocomp.forbearance,float,,BBRR2_FED_GRNOCOMP_FBR,,,NSLDS,,,,,
Percentage of graduate non-completer graduate federal student loan borrowers in deferment after 2 years,repayment,2_yr_bb_fed_repayment.grnocomp.deferment,float,,BBRR2_FED_GRNOCOMP_DFR,,,NSLDS,,,,,
Percentage of graduate non-completer graduate federal student loan borrowers not making progress after 2 years,repayment,2_yr_bb_fed_repayment.grnocomp.noprogress,float,,BBRR2_FED_GRNOCOMP_NOPROG,,,NSLDS,,,,,
Percentage of graduate non-completer graduate federal student loan borrowers making progress after 2 years,repayment,2_yr_bb_fed_repayment.grnocomp.makingprogress,float,,BBRR2_FED_GRNOCOMP_MAKEPROG,,,NSLDS,,,,,
Percentage of graduate non-completer graduate federal student loan borrowers paid in full after 2 years,repayment,2_yr_bb_fed_repayment.grnocomp.fullypaid,float,,BBRR2_FED_GRNOCOMP_PAIDINFULL,,,NSLDS,,,,,
Percentage of graduate non-completer graduate federal student loan borrowers with all loans discharged after 2 years,repayment,2_yr_bb_fed_repayment.grnocomp.discharge,float,,BBRR2_FED_GRNOCOMP_DISCHARGE,,,NSLDS,,,,,
Undergraduate student Parent PLUS Loan borrower-based 2-year borrower count,repayment,2_yr_bb_pp_repayment.ug.count,integer,,BBRR2_PP_UG_N,,,NSLDS,,,,,
Percentage of undergraduate student Parent PLUS Loan borrowers in default after 2 years,repayment,2_yr_bb_pp_repayment.ug.default,float,,BBRR2_PP_UG_DFLT,,,NSLDS,,,,,
Percentage of undergraduate student Parent PLUS Loan borrowers in delinquency after 2 years,repayment,2_yr_bb_pp_repayment.ug.delinquent,float,,BBRR2_PP_UG_DLNQ,,,NSLDS,,,,,
Percentage of undergraduate student Parent PLUS Loan borrowers in forbearance after 2 years,repayment,2_yr_bb_pp_repayment.ug.forbearance,float,,BBRR2_PP_UG_FBR,,,NSLDS,,,,,
Percentage of undergraduate student Parent PLUS Loan borrowers in deferment after 2 years,repayment,2_yr_bb_pp_repayment.ug.deferment,float,,BBRR2_PP_UG_DFR,,,NSLDS,,,,,
Percentage of undergraduate student Parent PLUS Loan borrowers not making progress after 2 years,repayment,2_yr_bb_pp_repayment.ug.noprogress,float,,BBRR2_PP_UG_NOPROG,,,NSLDS,,,,,
Percentage of undergraduate student Parent PLUS Loan borrowers making progress after 2 years,repayment,2_yr_bb_pp_repayment.ug.makingprogress,float,,BBRR2_PP_UG_MAKEPROG,,,NSLDS,,,,,
Percentage of undergraduate student Parent PLUS Loan borrowers paid in full after 2 years,repayment,2_yr_bb_pp_repayment.ug.fullypaid,float,,BBRR2_PP_UG_PAIDINFULL,,,NSLDS,,,,,
Percentage of undergraduate student Parent PLUS Loan borrowers with all loans discharged after 2 years,repayment,2_yr_bb_pp_repayment.ug.discharge,float,,BBRR2_PP_UG_DISCHARGE,,,NSLDS,,,,,
Undergraduate completer undergraduate student Parent PLUS Loan borrower-based 2-year borrower count,repayment,2_yr_bb_pp_repayment.ugcomp.count,integer,,BBRR2_PP_UGCOMP_N,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in default after 2 years,repayment,2_yr_bb_pp_repayment.ugcomp.default,float,,BBRR2_PP_UGCOMP_DFLT,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in delinquency after 2 years,repayment,2_yr_bb_pp_repayment.ugcomp.delinquent,float,,BBRR2_PP_UGCOMP_DLNQ,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in forbearance after 2 years,repayment,2_yr_bb_pp_repayment.ugcomp.forbearance,float,,BBRR2_PP_UGCOMP_FBR,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in deferment after 2 years,repayment,2_yr_bb_pp_repayment.ugcomp.deferment,float,,BBRR2_PP_UGCOMP_DFR,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers not making progress after 2 years,repayment,2_yr_bb_pp_repayment.ugcomp.noprogress,float,,BBRR2_PP_UGCOMP_NOPROG,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers making progress after 2 years,repayment,2_yr_bb_pp_repayment.ugcomp.makingprogress,float,,BBRR2_PP_UGCOMP_MAKEPROG,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers paid in full after 2 years,repayment,2_yr_bb_pp_repayment.ugcomp.fullypaid,float,,BBRR2_PP_UGCOMP_PAIDINFULL,,,NSLDS,,,,,
